FIPS,response,Density.per.square.mile.of.land.area...Population,Ave.Tmp,crime_rate_per_100000_scaled,percent.male,percent.disabled,percent.age.65.plus,percent.black,percent.hispanic,Urban_Influence_Code_2013,Unemployment_rate_2018,Median_Household_Income_2018,Percent.of.adults.with.HS.or.less.2014.18,Total.Active.Patient.Care.Physicians.per.100000.Population.2018..AAMC.,Total.Hospitals..2019.,state.testing.rate,days_closing_of_public_venues,days_social_distancing
26065,0,505.1,57.28333333,48.54128135,0.487030932,0.140078911,0.134794268,0.122165098,0.078791398,2,3.6,52837,29,249.7,4.217106688,17955.92948,84,137
13085,1,105.9,67.26666667,48.48805431,0.494358729,0.13264,0.201132241,0.009169557,0.04847905,1,3.3,68835,42.6,202.9,0.345743015,14245.1139,98,98
20029,0,13.3,63.56666667,48.42875592,0.496047657,0.13264,0.215946844,0.009393974,0.032076985,9,3.5,44467,39.1,206.5,0.416736705,9780.923031,92,98
12007,1,97,75.9,48.41713222,0.552358286,0.13264,0.177953267,0.200526468,0.04269436,4,3.3,45075,61.4,240.7,0.282536841,16420.56144,102,102
19107,0,18.1,60.08333333,48.40739665,0.508655257,0.13264,0.214376528,0.006454768,0.018777506,7,2.9,52122,48.7,193.1,0.382285985,14665.6651,105,105
31055,1,1574.4,61.6,48.33822237,0.493716483,0.107793537,0.130101609,0.114311671,0.128282882,2,3.1,64580,31.3,214.5,27.32634346,13649.29219,75,144
1033,1,91.8,68.78333333,48.23917828,0.47951134,0.13264,0.199298784,0.162064936,0.026752127,2,4.6,49055,51.6,196.7,1.131568734,13629.40619,44,88
34031,1,2715.3,60.83333333,48.17351959,0.487854404,0.091939361,0.145463035,0.150450021,0.422846754,1,5.1,71959,50.7,271,4.632803204,22997.50399,86,141
48179,0,24.3,67.41666667,48.17081109,0.530486412,0.13264,0.162183147,0.051609957,0.292075816,5,3.9,49121,52.2,199.9,0.3989669,12206.45098,49,0
51740,1,2838.9,70.43333333,48.12639676,0.480302646,0.118860428,0.149294108,0.544276777,0.046580438,1,4.1,47343,42.3,231.8,1.066566,12615.00326,98,98
21177,1,67.4,67.58333333,48.10930434,0.510430883,0.13264,0.191232859,0.04864496,0.015402613,6,6.7,43722,62.6,214.6,0.723137712,12721.18617,145,145
21185,0,322.2,65.1,48.10467577,0.5236949,0.080036107,0.132044531,0.044170302,0.040680006,1,3.3,102136,27.4,214.6,1.561934222,12721.18617,105,105
35059,0,1.2,60.26666667,48.05491991,0.5594949,0.13264,0.209324915,0.021612433,0.426177756,11,3.3,40426,62.1,213.8,0.08057447,25603.08924,74,99
47071,1,45.1,69,48.01413536,0.487740534,0.13264,0.231028864,0.03336437,0.027855369,6,4.4,37690,62.5,225.8,0.4378487,21323.79406,35,0
38045,0,3.6,52.43333333,48.00768123,0.516001969,0.13264,0.270310192,0.003692762,0.014771049,10,1.9,54514,43.6,217.1,0.2084236,19825.55225,42,0
1025,1,20.9,73.1,48.00253898,0.473578595,0.13264,0.198704013,0.446237458,0.013628763,11,7.5,40741,62.5,196.7,0.494268363,13629.40619,44,88
22077,1,40.9,74.28333333,48.00213343,0.48053783,0.13264,0.205834093,0.356426618,0.028805834,2,5.4,46603,59.9,231.8,0.743891924,27859.50507,45,99
1041,1,22.8,72.65,47.90504791,0.482783565,0.13264,0.190176505,0.234664352,0.023148148,6,4.1,39057,60.4,196.7,0.285650747,13629.40619,44,88
12099,1,670.2,79.61666667,47.86575434,0.485054252,0.118599594,0.239084863,0.197021281,0.229194833,1,3.6,61735,36.3,240.7,15.13893971,16420.56144,142,142
21043,0,67.7,64.1,47.79060363,0.492149311,0.13264,0.187564805,0.00644349,0.013035106,6,9.2,32906,62,214.6,0.634548995,12721.18617,105,105
45043,1,73.9,72,47.65056254,0.473260615,0.13264,0.277755466,0.310141528,0.032209353,5,4.5,46058,41.9,205,0.8448217,13226.40955,47,101
45025,1,58.5,71.68333333,47.62213997,0.486492984,0.13264,0.183481226,0.328233597,0.043493465,4,3.3,39046,64.3,205,0.6209573,13226.40955,47,101
13081,1,86,74.46666667,47.56599246,0.472855183,0.13264,0.186584664,0.446484669,0.034998451,5,4.9,36096,59,202.9,0.311531231,14245.1139,98,98
18171,0,23.3,60.8,47.53416518,0.494493525,0.13264,0.202226794,0.003509621,0.01960547,7,3.2,60596,51.7,212,0.162991017,10757.79026,56,82
21023,0,41.3,63.91666667,47.52851711,0.501153053,0.13264,0.166282316,0.007525185,0.018691589,1,4.9,56432,59.1,214.6,0.193602769,12721.18617,105,105
39013,0,132.3,61.15,47.43355709,0.51117695,0.140922895,0.208458633,0.04255981,0.010058514,2,5.5,48989,52.3,248.6,1.120325,12155.23009,39,100
35011,0,0.9,67.61666667,47.19454641,0.4952274,0.13264,0.27905671,0.006176305,0.443009545,12,4.6,35087,53.4,213.8,0.034847773,25603.08924,74,99
45017,1,39.8,73.15,47.16041182,0.478168044,0.13264,0.232644628,0.407300275,0.038705234,2,4.2,45385,51.5,205,0.1970604,13226.40955,47,101
51750,0,1662.2,63.26666667,47.13687151,0.469982006,0.13264,0.09117182,0.097442609,0.030099787,2,3.7,39254,33.5,231.8,0.2066928,12615.00326,98,98
12011,1,1444.9,80.01666667,47.09480521,0.487155992,0.112516528,0.166206964,0.300924531,0.304281849,1,3.4,57200,38.6,240.7,19.87966379,16420.56144,142,142
18025,0,35.1,63.8,47.07654646,0.508713772,0.13264,0.195207426,0.006061754,0.014396666,4,4.5,44152,64,212,0.20826082,10757.79026,56,82
54081,0,130.3,61.58333333,47.06150977,0.50129286,0.248552267,0.20627845,0.08064212,0.016564764,2,5.3,41298,54.2,231.6,2.302664,15296.01087,64,98
35047,0,6.2,61.35,46.95000175,0.495487659,0.13264,0.217172266,0.021456272,0.774636657,5,5.9,35292,45.1,213.8,0.539856774,25603.08924,74,99
17015,0,34.6,59.23333333,46.94835681,0.498672443,0.13264,0.255100615,0.01069033,0.038638904,9,4.5,51963,50.1,240.5,0.21005629,20596.04535,74,106
19139,1,97.7,60,46.92314875,0.499708822,0.13264,0.166437606,0.029583731,0.183186191,5,2.6,58465,47.1,193.1,1.605002939,14665.6651,105,105
31159,0,29.3,60.55,46.81373983,0.511433191,0.13264,0.168379721,0.007622127,0.027543596,2,2.6,71024,32.8,214.5,0.834810923,13649.29219,64,93
48127,0,7.5,79.81666667,46.80187207,0.491948002,0.13264,0.167733799,0.015715949,0.873884362,6,3,37177,65.9,199.9,0.1878306,12206.45098,49,0
47103,0,58.5,68.03333333,46.68034371,0.49104552,0.13264,0.194331272,0.069672011,0.037898995,6,3.1,51249,57.6,225.8,0.5795346,21323.79406,35,0
40067,0,8.5,71.16666667,46.64179104,0.500081659,0.13264,0.213457455,0.015351952,0.107463662,7,3.4,37338,56.5,189.1,0.1941059,15327.709,30,0
51009,0,68.3,65.3,46.61570017,0.48531548,0.13264,0.211614981,0.190835597,0.025958441,2,3.3,50580,50.5,231.8,0.356897,12615.00326,98,98
21089,0,107.2,64.63333333,46.55111038,0.486219803,0.13264,0.209481683,0.008364523,0.010859703,2,6.6,49457,48.4,214.6,0.828739223,12721.18617,105,105
12091,1,194.4,74.46666667,46.43699274,0.506573583,0.163526625,0.160125248,0.103435632,0.096941656,2,2.9,62779,32.9,240.7,2.111680675,16420.56144,142,142
20155,0,51.4,65.01666667,46.42467674,0.502133393,0.13264,0.197619582,0.033492669,0.096788682,5,3.6,49341,40,206.5,2.976308816,9780.923031,92,98
13087,1,46.6,75.1,46.41982529,0.483800564,0.13264,0.162069614,0.42664158,0.062577611,5,4.7,38441,54.5,202.9,0.36630868,14245.1139,98,98
27075,0,5.2,48,46.39510068,0.514918371,0.13264,0.260367799,0.007506099,0.016888722,6,3.1,61015,35.5,265,0.241226666,17609.14542,66,95
8039,0,12.5,55.7,46.34896558,0.505212693,0.13264,0.164028613,0.013507343,0.071988433,1,2.8,98247,27.9,262.5,0.410687686,8893.913525,43,103
21153,0,43.2,64.76666667,46.33204633,0.499595535,0.13264,0.171735965,0.002426792,0.01083967,12,13.2,30950,63.6,214.6,0.290486398,12721.18617,105,105
55078,0,11.8,51.85,46.32846884,0.49806784,0.13264,0.132030915,0.008802061,0.06032632,5,5.7,40682,52.2,238.3,0.1065635,15567.01201,58,105
48299,0,20.7,74.86666667,46.28677227,0.484246512,0.13264,0.361175275,0.012242447,0.109350457,11,3.7,54019,39.9,199.9,0.3944296,12206.45098,49,0
40089,1,17.9,70.36666667,46.27249357,0.491422805,0.13264,0.182276855,0.081032321,0.060147387,11,5.5,37390,60.4,189.1,1.036722,15327.709,30,0
6107,1,91.7,60.26666667,46.24094173,0.500316618,0.11247561,0.114394637,0.021955047,0.65181889,2,9.6,48763,56.2,243.8,4.227921954,19025.67213,61,143
22073,1,251.8,72.46666667,46.21687364,0.479365593,0.120265415,0.147900955,0.375976695,0.022281923,2,5.2,44371,47.6,231.8,5.237589104,27859.50507,45,139
1091,1,21.5,72.48333333,46.14239643,0.468530368,0.13264,0.196003357,0.513741739,0.025805098,11,5,37733,56,196.7,0.393968253,13629.40619,44,88
54027,0,37.4,62.73333333,46.06525912,0.510343941,0.13264,0.223968818,0.012335632,0.015505204,2,4.2,44442,63.8,231.6,0.7240053,15296.01087,64,98
19045,0,70.7,59.46666667,46.05534903,0.491078722,0.13264,0.196913023,0.029751924,0.031256718,5,3.2,51317,46.1,193.1,1.739186254,14665.6651,105,105
13013,1,432.7,70.11666667,46.04425287,0.490007301,0.121397369,0.124466334,0.124540583,0.115296564,1,3.3,61413,51.4,202.9,1.11386785,14245.1139,98,98
18123,0,50.7,64.13333333,46.01697515,0.535650717,0.13264,0.187938436,0.028373992,0.014448749,6,3.7,52332,57.6,212,0.376794676,10757.79026,56,82
36029,0,881.4,55.71666667,45.93060294,0.483780372,0.133139579,0.179459161,0.139718762,0.056983709,1,4.4,56375,36.3,304.1,7.812492129,29541.23412,140,140
31027,0,12,57.83333333,45.91895305,0.506156761,0.13264,0.21406583,0.003551977,0.019654274,10,2.3,64570,42.6,214.5,0.407137837,13649.29219,64,93
47031,0,123.1,66.7,45.91712428,0.488473968,0.13264,0.172710952,0.038707361,0.04443447,3,3.4,49494,52.4,225.8,0.9461581,21323.79406,35,0
37153,0,98.4,71.7,45.90022627,0.489896852,0.13264,0.179472899,0.319624836,0.066990443,8,5.5,38514,54.6,223.5,0.484161015,16127.1973,105,108
18109,0,170.5,61.98333333,45.85709782,0.496591363,0.136730561,0.169347938,0.005191397,0.015887957,1,3.4,66151,52.3,212,1.383066458,10757.79026,56,82
40073,0,16.7,69.26666667,45.82351401,0.498103187,0.13264,0.159522003,0.017008093,0.161039454,4,2.1,59266,48.4,189.1,0.5013848,15327.709,30,0
20011,0,23.9,65.33333333,45.78507945,0.494233263,0.13264,0.197160991,0.031870607,0.028526582,4,4.2,41807,39.6,206.5,0.699558132,9780.923031,92,98
34001,0,494.1,64.56666667,45.74751144,0.484268863,0.129028855,0.179373769,0.171300046,0.19221336,2,5.9,60826,45.2,271,2.443186747,22997.50399,86,141
32033,0,1.1,53.98333333,45.73928607,0.580791557,0.13264,0.179630607,0.050976253,0.162849604,11,3.7,58942,52,185.8,0.137391609,14849.41022,50,102
56031,0,4.2,54.15,45.63605248,0.503151996,0.13264,0.256245622,0.006770955,0.084753677,11,3.8,54165,43.6,199.6,0.4299777,8986.814892,63,88
39081,0,170.7,60.31666667,45.61238303,0.485881977,0.174175498,0.215503216,0.054236927,0.015189989,2,6.3,42821,53.1,248.6,1.091481,12155.23009,107,146
20187,0,3.3,63.85,45.57885141,0.498238551,0.13264,0.176144942,0.007045798,0.376950176,12,2.6,60136,48.4,206.5,0.094862623,9780.923031,92,98
54039,0,214.1,64.96666667,45.53653117,0.481651834,0.161359682,0.206545712,0.076313077,0.011110865,2,5.2,41926,49.4,231.6,5.595993,15296.01087,64,138
47121,0,60.2,68.73333333,45.49746759,0.496424508,0.13264,0.212254185,0.015439623,0.023240696,7,4.5,50565,60.9,225.8,0.2090381,21323.79406,35,0
13245,1,618.4,73.86666667,45.49437385,0.48435655,0.156618078,0.140617403,0.571271223,0.050185062,2,5.1,40168,47.3,202.9,2.77821184,14245.1139,146,138
29093,0,19.3,63.61666667,45.43696829,0.498083915,0.13264,0.213913727,0.015426943,0.01749042,10,5.4,37755,61.4,236.3,0.202661181,10768.33814,99,99
21223,0,58.1,65.06666667,45.37205082,0.501115678,0.13264,0.17486788,0.008103347,0.033705226,1,4.3,51674,63.1,214.6,0.200088309,12721.18617,105,105
18133,0,79,61.06666667,45.32728969,0.52515948,0.13264,0.165779931,0.037984065,0.020884618,1,3.8,54718,54.6,212,0.745206054,10757.79026,56,82
45071,1,59.5,71.41666667,45.30796088,0.487876428,0.13264,0.196053998,0.308359294,0.076323988,5,3.1,48029,55,205,0.52278,13226.40955,47,101
17173,0,29.5,62.9,45.21000045,0.49744722,0.13264,0.225242629,0.003679684,0.01057909,6,4.3,56509,52.7,240.5,0.319091239,20596.04535,74,106
48343,0,51.3,71.8,45.19245753,0.480914175,0.13264,0.219061512,0.227327984,0.099846017,6,6.6,41418,52.4,199.9,0.2248391,12206.45098,49,0
45041,1,171.1,72.9,45.18311814,0.466556648,0.123770438,0.169883974,0.431054075,0.02717883,2,3.7,47949,48.5,205,1.875046,13226.40955,47,141
48231,0,102.5,72.6,45.14750482,0.493227488,0.151264859,0.158374183,0.082907568,0.169908698,1,3.8,53360,49.9,199.9,1.758279,12206.45098,49,0
51091,0,5.6,59.28333333,45.14672686,0.497737557,0.13264,0.343891403,0.008597285,0.01040724,7,2.7,45089,48.8,231.8,0.02490818,12615.00326,98,98
35041,0,8.1,67.21666667,45.10147833,0.500186736,0.13264,0.142559889,0.028010457,0.429066852,8,4.3,41700,48.8,213.8,0.366733192,25603.08924,74,99
22027,1,22.8,72.03333333,45.04504505,0.566231811,0.13264,0.191043653,0.518815855,0.015240843,6,5.2,33659,60.2,231.8,0.54059311,27859.50507,45,99
40017,0,128.9,69.33333333,45.03540195,0.496458909,0.125520087,0.129943855,0.033991706,0.093362964,1,2.8,70942,37.2,189.1,4.579131,15327.709,30,0
36093,0,756.6,56.88333333,45.00009657,0.487325394,0.134850338,0.171161893,0.123624075,0.073691664,2,4,63297,39,304.1,1.319610286,29541.23412,140,140
48291,0,65.3,75.61666667,44.98940279,0.495742734,0.143611784,0.128030768,0.09979959,0.267750194,1,5.8,52577,61.9,199.9,1.572963,12206.45098,49,0
1113,1,82.6,72.68333333,44.97776286,0.480175144,0.13264,0.143299701,0.456845676,0.05616033,2,4,39104,49,196.7,1.193951518,13629.40619,44,88
6027,0,1.8,68.41666667,44.94503709,0.502807583,0.13264,0.234057931,0.011675099,0.22655251,11,3.9,53793,40.5,243.8,0.163241036,19025.67213,54,103
38069,0,4.3,51.13333333,44.93372276,0.511884342,0.13264,0.235726538,0.008821367,0.019603038,9,3.2,47360,43.5,217.1,0.2093985,19825.55225,42,0
18073,0,59.8,59.81666667,44.92497529,0.497482769,0.13264,0.175966437,0.008690441,0.06107282,1,3.9,66720,54.1,212,0.658236746,10757.79026,56,82
45081,1,43.9,71.85,44.79617739,0.507009346,0.13264,0.197624611,0.265430296,0.162091121,2,3.1,46019,57,205,0.278816,13226.40955,47,101
17133,0,85.6,66.3,44.78547756,0.496810834,0.13264,0.177661279,0.004106597,0.015407019,1,3.5,88481,33.2,240.5,0.503932555,20596.04535,74,106
29109,0,63.2,65.21666667,44.78198245,0.496337235,0.13264,0.18295576,0.005943846,0.076670403,6,3,45074,53.8,236.3,0.76386757,10768.33814,99,99
18145,0,108.1,62.71666667,44.71372041,0.496625031,0.13264,0.171417039,0.013634427,0.043751261,1,3.1,57193,54.7,212,0.87961496,10757.79026,56,82
51540,0,4246.3,66.6,44.64587702,0.484568863,0.13264,0.11596733,0.183282416,0.05740175,2,2.5,56997,27.8,231.8,0.5423107,12615.00326,98,98
39061,0,1976.7,64.3,44.58559141,0.483058319,0.112358023,0.153365316,0.265638852,0.034501717,1,4.1,57300,35.4,248.6,13.55383,12155.23009,39,100
34021,1,1632.2,63.88333333,44.46376217,0.489317516,0.087690739,0.151428703,0.214898962,0.181398065,2,3.7,79979,36.5,271,3.403988766,22997.50399,144,141
27069,0,4.1,51.88333333,44.41483455,0.503295669,0.13264,0.243879473,0.003766478,0.021892655,12,2.9,54438,44.1,265,0.096146639,17609.14542,66,95
47149,1,424,68.3,44.40822833,0.492215827,0.110982179,0.104546154,0.158265875,0.084511681,1,2.7,64170,37.1,225.8,5.518803,21323.79406,139,139
1127,1,84.7,70.53333333,44.39528471,0.487200013,0.233790083,0.193231938,0.061716187,0.025647063,1,4.2,45434,56.2,196.7,1.316485439,13629.40619,44,88
20103,1,164.7,64.6,44.38191469,0.531873832,0.152964893,0.14479054,0.092437801,0.069500443,1,3.6,70807,36.8,206.5,3.883877239,9780.923031,132,138
29015,0,27.1,65.1,44.36932178,0.501244942,0.13264,0.308071377,0.005291005,0.02074904,10,4.5,40025,54.9,236.3,0.383895279,10768.33814,99,99
47141,1,180.3,66.45,44.33866032,0.497533072,0.188095329,0.166584224,0.023870223,0.065281636,3,3.6,45512,51,225.8,1.339281,21323.79406,35,0
24003,0,1295.9,67.71666667,44.21108318,0.495343133,0.101154278,0.146780295,0.178584139,0.080832455,1,3.3,97051,31.7,306.1,4.766323697,14538.62924,74,0
37081,0,756.4,68.15,44.17599337,0.473489235,0.114224146,0.151683625,0.351473757,0.081503551,2,4.1,52166,34.7,223.5,5.756281528,16127.1973,145,148
55051,0,7.8,48.8,44.17261298,0.503347428,0.13264,0.308668076,0.003171247,0.013213531,12,5.8,44130,40.1,238.3,0.1298528,15567.01201,58,105
40053,0,4.5,67.76666667,44.16961131,0.495839112,0.13264,0.219833564,0.016643551,0.051548775,10,2.1,49073,44.6,189.1,0.137139,15327.709,30,0
34017,1,10000,64.1,44.13265847,0.497981691,0.087925498,0.118214185,0.14843631,0.429041166,1,3.9,73337,41.5,271,6.222919407,22997.50399,86,141
22051,1,1463.1,76.13333333,44.02358045,0.484085971,0.151915328,0.171247158,0.280213615,0.148597745,1,4.4,50871,45.8,231.8,14.71682012,27859.50507,45,139
39137,0,71.5,60.76666667,44.00375499,0.49920071,0.13264,0.173889876,0.005920663,0.062403789,6,3.4,64304,49.2,248.6,0.5606187,12155.23009,107,146
28043,1,51.9,71.21666667,43.95706089,0.475658988,0.13264,0.177819995,0.427261933,0.01448587,8,4.3,39633,47.6,174.8,0.69794879,14895.22198,73,91
22025,1,14.7,72.85,43.95389725,0.528517902,0.13264,0.174750208,0.307035803,0.017381349,10,6.8,35812,66.4,231.8,0.325766345,27859.50507,45,99
48109,0,0.6,71.58333333,43.91743522,0.494101633,0.13264,0.2146098,0.010435572,0.720961887,12,3.2,42164,70.5,199.9,0.0401609,12206.45098,49,0
55061,0,60.1,52.9,43.89173372,0.50699112,0.13264,0.204484129,0.006426924,0.031742138,2,2.9,63612,47.9,238.3,0.4663124,15567.01201,58,105
39049,0,2186.1,62.91666667,43.80237622,0.488503396,0.111016561,0.120118294,0.235269022,0.057098374,1,3.8,60383,33.8,248.6,21.74597,12155.23009,39,100
37001,0,356.5,68.46666667,43.65907059,0.474278401,0.127995145,0.16899589,0.206439713,0.129172775,2,3.7,50480,42.1,223.5,1.795215156,16127.1973,145,148
18151,0,110.7,57.98333333,43.65795448,0.507719887,0.13264,0.201902504,0.008211415,0.036980281,8,2.7,58295,48.2,212,0.682222838,10757.79026,56,82
38005,1,4.8,51.4,43.62367311,0.51062913,0.13264,0.139040506,0.003734559,0.034903763,12,3.9,42407,45.3,217.1,0.357224334,19825.55225,42,0
22065,1,19.4,73.11666667,43.59855789,0.496371293,0.13264,0.143893916,0.627990323,0.021593047,9,8.3,28452,64.2,231.8,0.378421958,27859.50507,45,99
47123,0,70,67.16666667,43.52148459,0.49804776,0.13264,0.2117911,0.022456155,0.046745907,6,3.7,45566,61.3,225.8,0.7874516,21323.79406,35,0
54083,0,28.3,58.38333333,43.51521333,0.517503383,0.13264,0.218818305,0.018075842,0.010408354,8,5.5,40064,64.6,231.6,0.8938196,15296.01087,64,98
6053,0,126.5,63.15,43.51415259,0.509159906,0.085118252,0.135908667,0.034929315,0.591312093,2,6.3,69665,49.1,243.8,3.953233767,19025.67213,69,144
5143,1,215.6,66.13333333,43.48227901,0.499385975,0.108490427,0.117356865,0.036748663,0.171361532,2,2.6,50893,41.3,188.2,6.918971075,16422.7034,52,135
21135,0,28.7,63.58333333,43.45936549,0.499886852,0.13264,0.186241231,0.003997888,0.007920344,7,8.4,35751,66.5,214.6,0.311517406,12721.18617,105,105
29105,0,46.5,65.56666667,43.45753778,0.491473693,0.13264,0.178450424,0.009268334,0.025032901,5,3.7,44562,55.6,236.3,0.711176061,10768.33814,99,99
6095,0,503,66.6,43.45697148,0.49707127,0.111168581,0.157699111,0.14815387,0.268623631,2,3.9,82808,35.3,243.8,4.053209485,19025.67213,65,144
48487,0,13.9,72.05,43.40872744,0.495163807,0.13264,0.183697348,0.081981279,0.295163807,5,4.1,44735,55.2,199.9,0.2336038,12206.45098,49,0
38013,0,1.8,50.63333333,43.36513443,0.521428571,0.13264,0.207619048,0.005238095,0.025238095,10,2.4,63261,36.4,217.1,0.107752241,19825.55225,42,0
51017,0,8.9,61.66666667,43.32755633,0.503494874,0.13264,0.276561044,0.048928239,0.023998136,7,2.5,50564,54.1,231.8,0.04837371,12615.00326,98,98
56037,0,4.2,50.61666667,43.32736477,0.514552507,0.13264,0.121112169,0.013751132,0.160832501,8,4.2,73315,42.3,199.6,2.160982,8986.814892,63,88
48211,0,4.2,67.38333333,43.29004329,0.501960784,0.13264,0.144575163,0.007843137,0.341699346,11,2.1,66849,49.8,199.9,0.06969848,12206.45098,49,0
6071,1,101.5,74.03333333,43.24902041,0.497765936,0.101672359,0.115749057,0.094194473,0.539658952,1,4,63310,47,243.8,19.70838512,19025.67213,65,143
42053,0,18.1,57.13333333,43.24465994,0.68484682,0.13264,0.225992581,0.208270367,0.066080506,9,6.2,41750,73.2,273.3,0.1131033,9249.195574,48,0
1125,1,147.3,71.73333333,43.22257134,0.481492119,0.11563776,0.132798177,0.320725093,0.038844293,2,3.7,52557,41.5,196.7,4.31681012,13629.40619,44,128
26021,0,276.2,57.85,43.22005514,0.489486898,0.153625577,0.197234999,0.149168618,0.057103561,2,4.3,51509,39.3,249.7,2.22053749,17955.92948,84,137
12027,1,54.7,78.28333333,43.16713503,0.566299448,0.13264,0.221851743,0.126197018,0.31876017,5,3.8,37233,70.4,240.7,0.381942292,16420.56144,102,102
27079,0,61.7,55.3,43.14994606,0.504281603,0.13264,0.175019302,0.007685829,0.061627009,1,4.1,67269,42.1,265,0.644915801,17609.14542,66,95
45083,0,351.9,69.93333333,43.13174256,0.484848099,0.142920405,0.161879396,0.209597054,0.070913829,2,3.1,53567,44.1,205,4.259979,13226.40955,47,141
12127,0,449.2,77.48333333,43.13099042,0.488033707,0.179313582,0.244244235,0.113856938,0.145281241,2,3.7,50285,42.2,240.7,5.578380817,16420.56144,145,142
48029,1,1383.1,76.15,43.10605685,0.493701817,0.140541346,0.121155621,0.085445525,0.604902497,1,3.3,54210,41.4,199.9,36.18944,12206.45098,49,144
25027,1,528.6,57.41666667,43.09694898,0.49308109,0.110751903,0.156441862,0.059550647,0.119142216,2,3.5,71767,37.7,353.7,9.028046917,16555.90139,63,149
21099,0,44.2,66.33333333,43.07327841,0.491801544,0.13264,0.165661695,0.045858458,0.01946472,7,4,37038,64.8,214.6,0.444259491,12721.18617,105,105
48485,0,209.5,72.06666667,43.01498709,0.517453659,0.151002544,0.147171069,0.112574206,0.194420887,2,3.4,47477,45.1,199.9,2.406447,12206.45098,49,0
19013,1,231.7,57.7,43.00393826,0.491624373,0.138911546,0.164030874,0.097093831,0.044506374,2,2.8,52320,38.9,193.1,4.950388528,14665.6651,145,145
18147,0,52.8,65.03333333,42.97173415,0.503369902,0.13264,0.1934373,0.009740739,0.029566586,7,3.3,56862,54.8,212,0.400958296,10757.79026,56,82
50013,0,85.2,55.2,42.93688278,0.504654443,0.13264,0.208039492,0.008180536,0.020874471,2,3.2,67746,33.8,322.7,0.1584866,14817.72916,56,98
48479,1,74.5,80.31666667,42.93415113,0.491330506,0.114635207,0.094548947,0.007027654,0.954554021,2,3.8,44919,59.1,199.9,5.027584,12206.45098,49,146
47099,0,67.8,67.85,42.86734937,0.491333974,0.13264,0.178213747,0.017972287,0.022362464,3,4,43651,62.3,225.8,0.7428955,21323.79406,35,0
46097,0,4.2,54.88333333,42.86326618,0.5192047,0.13264,0.209670131,0.010393131,0.03253502,7,2.8,50123,47.9,219.1,0.1429789,12401.84071,0,99
53053,0,476.3,53,42.83049688,0.497400984,0.124388112,0.138152292,0.075895968,0.111245497,1,5.2,75022,36.2,246.3,10.88163,12412.96496,71,0
18065,0,126.2,61.23333333,42.81869342,0.519960225,0.13264,0.189223343,0.027242029,0.019390524,3,3.5,50183,54.3,212,0.952164998,10757.79026,56,82
13233,1,133.6,70.35,42.73608042,0.494278314,0.13264,0.154815164,0.128349423,0.136566988,3,4.2,43679,60.5,202.9,0.58540469,14245.1139,98,98
24029,0,72.9,66.46666667,42.61933414,0.476809575,0.13264,0.267089718,0.149615643,0.043336945,4,4.3,55514,40.6,306.1,0.160383126,14538.62924,74,0
20035,0,32.3,65.8,42.53673627,0.503038219,0.13264,0.182293146,0.028792095,0.110369697,5,3.4,47864,40.8,206.5,1.681364792,9780.923031,92,98
20009,0,30.9,63.3,42.53153513,0.494006357,0.13264,0.192179541,0.019761786,0.152349584,8,3.3,49991,43.8,206.5,1.246581751,9780.923031,92,98
48219,0,25.2,68.55,42.49893753,0.498607485,0.13264,0.146736292,0.040469974,0.486640557,5,3.1,46764,50.6,199.9,0.4187375,12206.45098,49,0
26153,0,7.2,49.71666667,42.43967503,0.493306891,0.13264,0.267972236,0.004462072,0.010783342,9,7.1,44887,54.2,249.7,0.116226679,17955.92948,84,97
5147,0,12.4,69.83333333,42.42081448,0.480893683,0.13264,0.231432974,0.262711864,0.021417565,10,4.7,34306,62.5,188.2,0.189500054,16422.7034,52,95
19187,1,53.1,57.61666667,42.38203218,0.517655815,0.13264,0.183422003,0.04653086,0.051409984,8,3.3,52093,43.3,193.1,1.356302071,14665.6651,105,105
48401,0,57.7,73.3,42.33337063,0.539265381,0.13264,0.165785124,0.175757576,0.172837466,2,4.1,49788,51.4,199.9,0.9921784,12206.45098,49,0
12063,1,54.2,75.33333333,42.31225216,0.55097816,0.13264,0.195093676,0.268543629,0.050119035,6,4,39545,56.7,240.7,0.492136957,16420.56144,102,102
47035,0,82.3,64.18333333,42.28587339,0.487104721,0.13264,0.306788665,0.007055117,0.031354214,5,4.4,46527,54,225.8,1.013646,21323.79406,35,0
29209,0,69.4,65.76666667,42.17656644,0.489873697,0.13264,0.30983653,0.00406312,0.024095247,5,4.7,46026,46.6,236.3,0.632238366,10768.33814,99,99
48309,1,226.5,73.73333333,42.15652577,0.488847518,0.141952107,0.143809872,0.14931247,0.267306083,2,3.6,48858,43.3,199.9,4.639404,12206.45098,49,0
47169,1,68.9,67.7,42.15636178,0.592172176,0.13264,0.129495096,0.114783872,0.024427897,1,3.3,49280,54.6,225.8,0.1870573,21323.79406,35,0
25001,0,548.3,57.9,42.14149495,0.478377606,0.127213431,0.3059748,0.033610886,0.032022417,2,4.3,69001,28.8,353.7,2.318984276,16555.90139,63,149
21149,0,37.8,67,42.12299916,0.491893645,0.13264,0.194552529,0.008754864,0.016104626,2,4.9,48080,54.1,214.6,0.217406581,12721.18617,105,105
48495,0,8.5,74.01666667,42.07204838,0.513082902,0.13264,0.122927461,0.033419689,0.608290155,6,2.8,56781,60.9,199.9,0.1406725,12206.45098,49,0
